Column1
100110027
100110036
100110045
100110054
100110063
100110072
100110081
100110099
100110115
100110124
100110133
100110142
100110151
100110169
100110178
100110187
100110196
100110203
100110212
100110221
100110239
100110257
100110399
100110406
100110415
100110433
100110451
100110478
100110503
100110512
100110618
100110627
100110636
100110645
100110654
100110663
100110672
100110681
100110706
100190034
100190116
100190120
100190121
100190151
100190153
100190154
100190155
100190156
100190170
100190171
100190206
100190208
100190209
100190211
100190212
100190213
100190222
100190229
100190271
100190278
100190285
100190292
100190306
100210017
100210026
100210035
100210044
100210053
100210062
100210071
100210089
100210098
100210105
100210114
100210132
100210141
100210168
100210177
100210186
100210195
100210202
100210283
100210308
100210317
100210326
100210353
100210362
100290057
100290058
100290059
100290060
100290069
100290086
100290088
100290095
100290165
100290172
100290179
100290186
100290193
100290200
100290207
100310016
100310025
100310034
100310043
100310052
100310061
100310079
100310088
100310097
100310104
100310113
100310122
100310131
100310149
100310158
100310167
100310219
100310228
100310237
100310246
100310264
100310334
100310343
100310379
100310388
100310397
100310422
100310431
100310449
100310458
100310476
100310519
100310528
100310537
100310546
100310573
100310591
100310607
100310616
100310634
100310643
100310652
100310661
100310697
100310713
100310722
100310785
100310846
100310855
100310864
100310873
100310916
100310925
100310943
100310952
100310961
100310979
100310997
100390068
100390138
100390139
100390177
100390222
100390223
100390224
100390229
100390230
100390390
100390397
100390404
100390411
100390418
100390453
100390502
100390509
100410015
100410024
100410033
100410042
100410069
100410078
100410103
100410112
100410121
100410139
100410148
100410157
100410166
100410175
100410184
100410193
100410218
100410236
100410245
100410324
100410493
100410563
100410572
100410599
100410615
100410624
100410633
100410651
100410669
100410678
100410687
100410696
100410712
100410784
100410809
100410818
100410827
100410836
100410872
100410915
100410924
100410933
100410978
100410987
100490191
100490197
100490202
100490203
100490204
100490212
100490213
100490215
100490216
100490218
100490219
100490220
100490222
100490242
100490249
100490256
100490277
100490284
100490291
100490298
100490305
100490368
100510023
100510032
100510041
100510077
100510086
100510095
100510129
100510138
100510174
100510183
100510208
100510217
100510226
100510235
100510253
100510262
100590058
100590061
100590064
100590075
100590077
100590078
100590083
100590084
100590085
100590106
100590113
100590120
100590127
100590141
100590148
100590155
100590162
100610013
100610022
100610031
100610049
100610058
100610085
100610094
100610101
100610119
100610137
100610146
100610155
100610191
100610207
100610216
100610225
100610243
100610252
100610261
100610279
100610288
100610304
100610313
100610322
100610331
100610349
100610358
100610367
100610376
100610385
100690069
100690070
100690072
100690077
100690095
100690114
100690116
100690117
100690122
100690143
100690150
100710012
100710021
100710039
100710048
100710057
100710066
100710075
100710084
100710093
100710109
100710118
100710127
100710145
100710154
100710163
100710181
100710199
100710206
100710215
100710224
100710233
100710242
100710251
100710278
100710287
100710296
100710427
100710436
100710445
100710463
100710472
100710481
100710499
100710506
100710524
100710533
100710542
100710551
100710569
100710578
100710587
100710596
100710603
100710612
100710648
100710657
100710675
100710684
100710693
100710745
100710754
100710815
100710824
100710833
100710869
100710878
100711019
100711037
100711046
100711055
100711064
100711073
100711082
100711091
100711107
100711125
100711134
100711161
100711188
100711197
100711204
100790319
100790320
100790323
100790327
100790329
100790413
100790414
100790417
100790418
100790419
100790473
100790475
100790478
100790530
100790531
100790539
100790567
100790574
100790581
100790588
100790602
100790609
100790637
100790644
100790665
100790672
100790686
100790693
100810011
100810047
100810065
100810092
100810126
100810135
100810144
100810162
100810171
100810189
100810205
100810268
100810286
100810311
100810347
100810356
100810365
100810374
100810383
100810408
100810417
100810426
100810435
100810462
100810471
100810498
100810505
100810514
100810523
100810532
100810541
100890057
100890059
100890060
100890061
100890063
100890064
100890073
100890083
100890090
100890104
100890118
100890139
100910019
100910028
100910037
100910046
100910055
100910064
100910082
100910143
100910152
100910204
100910231
100910249
100910258
100910267
100910285
100990017
100990022
100990029
100990030
100990034
100990038
100990046
100990067
100990081
100990088
100990095
100990109
100990116
100990123
100990144
100990151
101010016
101010025
101010034
101010043
101010052
101010061
101010079
101010088
101010097
101010104
101010113
101010122
101010131
101010167
101010176
101010185
101010255
101010264
101010273
101010282
101010291
101010307
101010316
101010325
101010352
101010361
101010776
101010801
101010819
101010828
101010907
101010916
101010997
101011005
101011014
101011023
101011129
101011192
101011226
101011235
101011305
101090527
101090535
101090550
101090566
101090573
101090580
101090587
101090664
101090671
101090678
101090685
101090692
101090699
101090706
101090713
101090720
101090727
101090734
101090741
101090748
101090755
101090762
101090769
101090776
101110015
101110024
101110033
101110042
101110051
101110069
101110087
101110096
101110103
101110121
101110139
101110148
101110166
101110175
101110184
101110193
101110209
101110218
101110227
101110236
101110245
101110263
101110272
101110281
101110299
101110306
101110315
101110324
101110333
101110342
101110351
101110369
101110378
101110387
101110403
101110412
101110421
101110439
101110457
101110466
101110475
101110484
101110493
101110509
101110518
101110536
101110554
101110563
101110572
101110581
101110651
101110669
101110678
101110696
101110775
101110784
101110793
101110899
101110915
101110924
101110933
101110942
101110969
101110978
101110987
101110996
101111004
101111013
101111022
101111031
101111049
101111094
101111191
101111216
101111279
101111288
101111304
101111313
101111322
101111331
101111349
101111367
101111376
101111385
101111394
101111401
101111419
101190031
101190201
101190204
101190205
101190208
101190209
101190210
101190211
101190216
101190217
101190339
101190340
101190406
101190408
101190413
101190414
101190416
101190420
101190421
101190422
101190424
101190427
101190428
101190429
101190430
101190431
101190432
101190433
101190434
101190435
101190436
101190514
101190517
101190520
101190521
101190570
101190577
101190584
101190598
101190619
101190626
101190633
101190689
101190696
101190703
101190710
101190717
101190724
101190731
101190738
101190745
101190752
101190759
101190766
101190815
101190822
101190829
101190836
101190843
101190850
101190857
101190864
101210086
101210095
101210102
101210183
101210208
101290062
101290082
101290084
101290085
101290093
101290107
101290114
101290121
101290128
101290135
101290142
101290149
101290156
101290163
101290317
101290324
101290331
101310013
101310022
101310031
101310058
101310101
101310128
101310137
101310146
101310155
101310164
101310173
101310207
101310216
101310234
101310243
101310252
101310261
101370248
101370263
101370264
101370270
101370275
101370276
101370286
101370293
101370300
101370307
101370314
101370356
101370370
101370377
101370398
101370405
101410012
101410021
101410039
101410048
101410057
101410066
101410075
101410084
101410093
101410109
101410136
101410145
101410154
101410163
101410172
101410181
101410206
101410215
101410224
101410233
101410242
101410251
101410269
101410278
101410303
101410321
101410339
101410357
101410366
101410375
101410393
101410409
101410418
101410427
101410436
101410445
101410454
101410463
101410472
101410481
101410499
101410506
101410515
101410524
101410533
101410542
101410551
101410806
101410815
101410824
101410833
101410842
101410851
101410869
101410878
101410887
101410912
101410921
101410939
101410948
101410966
101410975
101410993
101411001
101411037
101411046
101411091
101411116
101411125
101411143
101411152
101411161
101411213
101411258
101411267
101411276
101411301
101411319
101490295
101490363
101490364
101490366
101490367
101490393
101490394
101490403
101490406
101490408
101490467
101490468
101490469
101490471
101490472
101490473
101490474
101490475
101490476
101490480
101490481
101490495
101490502
101490523
101490551
101490558
101490565
101490572
101490579
101490586
101490593
101490600
101490607
101490621
101490628
101490635
101490845
101490866
101490873
101490880
101490887
101490894
101490901
101490908
101490915
101490936
101490943
101510011
101510029
101510038
101510047
101510056
101510065
101510074
101510083
101510108
101510117
101510126
101510144
101510153
101510171
101510189
101510205
101510214
101510223
101510232
101510241
101510259
101510268
101510277
101510286
101510295
101510302
101510408
101510417
101510435
101510471
101510489
101510523
101510541
101510559
101510568
101510577
101510586
101510595
101510674
101590045
101590104
101590106
101590107
101590114
101590128
101590157
101590189
101590196
101590210
101590217
101590259
101590273
101590280
101590329
101610028
101610037
101610046
101610055
101610064
101610073
101610082
101610091
101610116
101610125
101610134
101610143
101610161
101610179
101610197
101610204
101610231
101610249
101610258
101610285
101610294
101610319
101610337
101690090
101690091
101690093
101690094
101690096
101690097
101690098
101690100
101690108
101690109
101690110
101690113
101690117
101690118
101690120
101690134
101690141
101690148
101690155
101690197
101690204
101690211
101710027
101710081
101710099
101710115
101710124
101710133
101710178
101710266
101710293
101710309
101710318
101710336
101790100
101790103
101790111
101790113
101790114
101790135
101790163
101790170
101790177
101790184
101790205
101790226
101790233
101810071
101810098
101810105
101810132
101810168
101810195
101810229
101810238
101810256
101890035
101890037
101890039
101890057
101890062
101890064
101890070
101890077
101890210
101890217
101890224
101890231
101890238
101890245
101890252
101890259
101890336
101910016
101910025
101910043
101910052
101910097
101910104
101910113
101910122
101910131
101910149
101910158
101910176
101910219
101910228
101910255
101910273
101910291
101910307
101990016
101990017
101990019
101990020
101990022
101990042
101990043
101990044
101990046
101990047
101990051
101990052
101990085
101990113
101990134
101990141
102010022
102010067
102010094
102010119
102010128
102010137
102010146
102010173
102010182
102010191
102010207
102010225
102010234
102010243
102010252
102010288
102010304
102010313
102010322
102090059
102090063
102090069
102090071
102090072
102090073
102090089
102090100
102090101
102090104
102090111
102090140
102090154
102090175
102090182
102090189
102090196
102090238
102090245
102090259
102090266
102090301
102090308
102110021
102110039
102110048
102110084
102110118
102110127
102110136
102110154
102110181
102190021
102190023
102190024
102190036
102190037
102190048
102190078
102190085
102190092
102190099
102190120
102190127
102190155
102190162
102190218
102190225
102210011
102210029
102210038
102210047
102210056
102210065
102210074
102210083
102210092
102210214
102210223
102210232
102210277
102210286
102210295
102210302
102210311
102210329
102210435
102270035
102270042
102270084
102270091
102270098
102270105
102270112
102270119
102270126
102270133
102270140
102270147
102270154
102270161
102270168
102270175
102270182
102270189
102270196
102270203
102270210
102270217
102270224
102270231
102310046
102310055
102310064
102310073
102310082
102310091
102310107
102310116
102310143
102310152
102310197
102310204
102310213
102310231
102310249
102310258
102310267
102310276
102310285
102310294
102310301
102310319
102310337
102310346
102310373
102390046
102390048
102390049
102390057
102390058
102390059
102390060
102390061
102390063
102390067
102390068
102390069
102390086
102390088
102390089
102390104
102390119
102390120
102390121
102390152
102390201
102390208
102390215
102390236
102390243
102410018
102410027
102410036
102410045
102410054
102410063
102410072
102410099
102410106
102410115
102410133
102410151
102410178
102410189
102410190
102410191
102410192
102410193
102410194
102410195
102410196
102410197
102410198
102410199
102410206
102410213
102410220
102410227
102410234
102410241
102410248
102410255
102410262
102410269
102510017
102510026
102510035
102510044
102510123
102510132
102510141
102510186
102510247
102510326
102510335
102510344
102510353
102510405
102510414
102510423
102510441
102510459
102510486
102510529
102510592
102510608
102510617
102510626
102510635
102510644
102510653
102510705
102590139
102590174
102590176
102590177
102590225
102590277
102590280
102590281
102590282
102590331
102590336
102590349
102590370
102590426
102590433
102590440
102590447
102590454
102590461
102590468
102590475
102590482
102590489
102590496
102590503
102590510
102590517
102590524
102590531
102590538
102590552
102590559
102590566
102590573
102590580
102590587
102590594
102590601
102590636
102590643
102610016
102610025
102610034
102610052
102610061
102610079
102610088
102610097
102610113
102610122
102610131
102610149
102610158
102610167
102610176
102610185
102610194
102610201
102610219
102610228
102610237
102610246
102610255
102610273
102610291
102610307
102610316
102610334
102610343
102610361
102610388
102610422
102610431
102610449
102610458
102610467
102610476
102610485
102610494
102610537
102610546
102610591
102610607
102610616
102610634
102610688
102610697
102610704
102610713
102610722
102610749
102610758
102610776
102610801
102610907
102690032
102690120
102690125
102690126
102690127
102690212
102690213
102690214
102690264
102690265
102690267
102690269
102690270
102690271
102690294
102690301
102690357
102690364
102690371
102690378
102690420
102690427
102710033
102710042
102710051
102710069
102710078
102710087
102710096
102710121
102710139
102710148
102710157
102710166
102710184
102710193
102710209
102710218
102710227
102710236
102710245
102710263
102710281
102710324
102710333
102710387
102710396
102710403
102710439
102710448
102710457
102710466
102710475
102710493
102710509
102710518
102710527
102710536
102710545
102710563
